Timestamp,Device_ID,Sensor_Data,Workload_Type,Original_Processing_Tier,CPU_Usage(%),Memory_Usage(MB),Network_Latency(ms),Jitter(ms),Task_Execution_Time(ms),QSALB_Source_Node,QSALB_Destination_Node,QSALB_Processing_Tier,QSALB_Offloading_Path,QSALB_Processing_Time(ms),QSALB_Communication_Delay(ms),QSALB_Queue_Wait(ms),QSALB_Total_Latency(ms),Deadline(ms),Deadline_Met,Transmission_Energy(J),Processing_Energy(J),Total_Energy(J)
2024-03-25 12:19:10,D15,"Temp: 34°C, Humidity: 58%",Data Analytics,Device,48,3432,20,5,91,IoT15,Edge4,Edge,IoT -> Edge,32.63,33.0,10.87,76.51,500.0,Yes,1.8434,0.3916,2.235
2024-03-25 12:19:20,D19,"Temp: 31°C, Humidity: 38%",Network Traffic,Edge,58,1700,16,6,183,IoT19,Fog3,Fog,IoT -> Fog,33.27,52.0,12.47,97.74,150.0,Yes,1.8262,0.0,1.8262
2024-03-25 12:19:30,D15,"Temp: 23°C, Humidity: 65%",Video Processing,Cloud,87,6405,8,6,92,IoT15,Edge1,Edge,IoT -> Edge,33.41,22.0,11.13,66.55,120.0,Yes,3.4402,0.4009,3.8411
2024-03-25 12:19:40,D14,"Temp: 39°C, Humidity: 53%",Image Processing,Cloud,11,4092,29,3,88,IoT14,IoT14,IoT,IoT (local),88.0,0.0,0.0,88.0,300.0,Yes,0.0,1.056,1.056
2024-03-25 12:19:50,D12,"Temp: 39°C, Humidity: 53%",Network Traffic,Device,73,5423,11,6,214,IoT12,Fog2,Fog,IoT -> Fog,47.3,47.0,11.82,106.12,150.0,Yes,5.8255,0.0,5.8255
2024-03-25 12:20:00,D7,"Temp: 22°C, Humidity: 72%",Data Analytics,Fog,56,592,23,7,288,IoT7,Cloud1,Cloud,IoT -> Cloud,28.8,100.0,0.0,128.8,500.0,Yes,0.9539,0.0,0.9539
2024-03-25 12:20:10,D11,"Temp: 27°C, Humidity: 42%",Image Processing,Fog,53,5543,46,3,155,IoT11,Fog1,Fog,IoT -> Fog,35.17,79.0,8.79,122.96,300.0,Yes,5.9544,0.0,5.9544
2024-03-25 12:20:20,D11,"Temp: 39°C, Humidity: 65%",Video Processing,Cloud,64,2235,32,3,67,IoT11,IoT11,IoT,IoT (local),67.0,0.0,0.0,67.0,120.0,Yes,0.0,0.804,0.804
2024-03-25 12:20:30,D17,"Temp: 23°C, Humidity: 72%",Video Processing,Fog,53,4526,35,3,183,IoT17,Fog3,Fog,IoT -> Fog,33.27,68.0,16.63,117.9,120.0,Yes,4.8619,0.0,4.8619
2024-03-25 12:20:40,D2,"Temp: 24°C, Humidity: 58%",Network Traffic,Fog,89,1332,24,8,77,IoT2,IoT2,IoT,IoT (local),77.0,0.0,0.0,77.0,150.0,Yes,0.0,0.924,0.924
2024-03-25 12:20:50,D13,"Temp: 34°C, Humidity: 79%",Image Processing,Fog,39,2564,19,5,56,IoT13,IoT13,IoT,IoT (local),56.0,0.0,0.0,56.0,300.0,Yes,0.0,0.672,0.672
2024-03-25 12:21:00,D14,"Temp: 29°C, Humidity: 32%",Data Analytics,Fog,84,3776,38,3,124,IoT14,Edge2,Edge,IoT -> Edge,48.85,49.0,16.28,114.13,500.0,Yes,2.0281,0.5863,2.6144
2024-03-25 12:21:10,D19,"Temp: 29°C, Humidity: 52%",Video Processing,Edge,43,6763,31,5,61,IoT19,IoT19,IoT,IoT (local),61.0,0.0,0.0,61.0,120.0,Yes,0.0,0.732,0.732
2024-03-25 12:21:20,D8,"Temp: 30°C, Humidity: 71%",Video Processing,Cloud,70,7888,41,8,158,IoT8,Fog2,Fog,IoT -> Fog,34.92,79.0,13.09,127.01,120.0,No,8.4734,0.0,8.4734
2024-03-25 12:21:30,D20,"Temp: 32°C, Humidity: 53%",Image Processing,Device,52,7875,33,7,219,IoT20,Cloud1,Cloud,IoT -> Cloud,21.9,110.0,0.73,132.63,300.0,Yes,12.6892,0.0,12.6892
2024-03-25 12:21:40,D4,"Temp: 32°C, Humidity: 63%",Data Analytics,Device,51,7358,27,3,198,IoT4,Fog1,Fog,IoT -> Fog,44.93,60.0,16.85,121.78,500.0,Yes,7.9041,0.0,7.9041
2024-03-25 12:21:50,D10,"Temp: 34°C, Humidity: 59%",Network Traffic,Device,50,7427,12,4,224,IoT10,Fog3,Fog,IoT -> Fog,40.72,46.0,25.45,112.17,150.0,Yes,7.9782,0.0,7.9782
2024-03-25 12:22:00,D18,"Temp: 34°C, Humidity: 43%",Data Analytics,Device,25,7576,47,7,147,IoT18,Edge6,Edge,IoT -> Edge,59.91,62.0,19.96,141.88,500.0,Yes,4.0691,0.719,4.7881
2024-03-25 12:22:10,D3,"Temp: 38°C, Humidity: 75%",Data Analytics,Device,52,6525,42,1,131,IoT3,Edge8,Edge,IoT -> Edge,54.51,51.0,18.16,123.68,500.0,Yes,3.5046,0.6542,4.1588
2024-03-25 12:22:20,D5,"Temp: 33°C, Humidity: 56%",Image Processing,Edge,20,6145,33,7,197,IoT5,Fog2,Fog,IoT -> Fog,43.54,70.0,21.77,135.31,300.0,Yes,6.6011,0.0,6.6011
2024-03-25 12:22:30,D15,"Temp: 23°C, Humidity: 73%",Data Analytics,Edge,35,3485,10,9,227,IoT15,Cloud1,Cloud,IoT -> Cloud,22.7,89.0,1.51,113.21,500.0,Yes,5.6155,0.0,5.6155
2024-03-25 12:22:40,D14,"Temp: 27°C, Humidity: 64%",Image Processing,Cloud,29,6919,30,3,168,IoT14,Fog1,Fog,IoT -> Fog,38.12,63.0,19.06,120.18,300.0,Yes,7.4325,0.0,7.4325
2024-03-25 12:22:50,D19,"Temp: 38°C, Humidity: 67%",Image Processing,Fog,63,7794,12,2,245,IoT19,Cloud1,Cloud,IoT -> Cloud,24.5,84.0,2.45,110.95,300.0,Yes,12.5587,0.0,12.5587
2024-03-25 12:23:00,D12,"Temp: 36°C, Humidity: 70%",Image Processing,Edge,16,5424,16,2,130,IoT12,Edge3,Edge,IoT -> Edge,55.8,26.0,18.59,100.39,300.0,Yes,2.9133,0.6696,3.5829
2024-03-25 12:23:10,D20,"Temp: 23°C, Humidity: 39%",Image Processing,Edge,16,585,37,6,257,IoT20,Cloud1,Cloud,IoT -> Cloud,25.7,113.0,3.43,142.13,300.0,Yes,0.9426,0.0,0.9426
2024-03-25 12:23:20,D12,"Temp: 35°C, Humidity: 45%",Image Processing,Fog,42,1452,34,1,187,IoT12,Fog3,Fog,IoT -> Fog,34.0,65.0,25.49,124.49,300.0,Yes,1.5598,0.0,1.5598
2024-03-25 12:23:30,D6,"Temp: 34°C, Humidity: 48%",Video Processing,Fog,21,6138,18,6,141,IoT6,Edge5,Edge,IoT -> Edge,61.22,32.0,20.4,113.62,120.0,Yes,3.2968,0.7346,4.0314
2024-03-25 12:23:40,D7,"Temp: 21°C, Humidity: 58%",Network Traffic,Cloud,69,2576,11,3,102,IoT7,Edge4,Edge,IoT -> Edge,36.58,22.0,24.38,82.96,150.0,Yes,1.3836,0.439,1.8226
2024-03-25 12:23:50,D16,"Temp: 30°C, Humidity: 50%",Video Processing,Cloud,28,7253,44,3,185,IoT16,Fog2,Fog,IoT -> Fog,40.89,77.0,25.55,143.44,120.0,No,7.7913,0.0,7.7913
2024-03-25 12:24:00,D6,"Temp: 20°C, Humidity: 59%",Network Traffic,Cloud,47,2053,27,2,290,IoT6,Cloud1,Cloud,IoT -> Cloud,29.0,99.0,4.83,132.83,150.0,Yes,3.3081,0.0,3.3081
2024-03-25 12:24:10,D11,"Temp: 29°C, Humidity: 65%",Video Processing,Cloud,13,610,29,4,114,IoT11,Edge7,Edge,IoT -> Edge,53.42,41.0,17.8,112.22,120.0,Yes,0.3276,0.641,0.9687
2024-03-25 12:24:20,D6,"Temp: 30°C, Humidity: 79%",Data Analytics,Fog,79,2672,22,6,195,IoT6,Fog3,Fog,IoT -> Fog,35.45,58.0,31.01,124.46,500.0,Yes,2.8703,0.0,2.8703
2024-03-25 12:24:30,D6,"Temp: 20°C, Humidity: 63%",Data Analytics,Device,70,1810,16,5,175,IoT6,Fog1,Fog,IoT -> Fog,39.71,51.0,24.82,115.53,500.0,Yes,1.9443,0.0,1.9443
2024-03-25 12:24:40,D12,"Temp: 31°C, Humidity: 31%",Video Processing,Edge,37,2730,23,3,63,IoT12,IoT12,IoT,IoT (local),63.0,0.0,0.0,63.0,120.0,Yes,0.0,0.756,0.756
2024-03-25 12:24:50,D7,"Temp: 38°C, Humidity: 31%",Network Traffic,Cloud,36,972,29,3,261,IoT7,Cloud1,Cloud,IoT -> Cloud,26.1,102.0,5.22,133.32,150.0,Yes,1.5662,0.0,1.5662
2024-03-25 12:25:00,D4,"Temp: 36°C, Humidity: 45%",Data Analytics,Edge,72,917,45,7,118,IoT4,Edge4,Edge,IoT -> Edge,42.32,60.0,0.0,102.32,500.0,Yes,0.4925,0.5078,1.0003
2024-03-25 12:25:10,D16,"Temp: 33°C, Humidity: 36%",Network Traffic,Edge,87,7096,5,8,147,IoT16,Fog3,Fog,IoT -> Fog,26.72,43.0,0.0,69.72,150.0,Yes,7.6227,0.0,7.6227
2024-03-25 12:25:20,D5,"Temp: 37°C, Humidity: 64%",Data Analytics,Fog,63,3489,7,5,100,IoT5,Edge1,Edge,IoT -> Edge,36.32,20.0,0.0,56.32,500.0,Yes,1.874,0.4358,2.3098
2024-03-25 12:25:30,D4,"Temp: 32°C, Humidity: 39%",Video Processing,Device,53,7819,31,2,97,IoT4,Edge2,Edge,IoT -> Edge,38.22,41.0,0.0,79.22,120.0,Yes,4.1997,0.4586,4.6583
2024-03-25 12:25:40,D7,"Temp: 28°C, Humidity: 47%",Network Traffic,Device,31,1171,41,3,299,IoT7,Fog3,Fog,IoT -> Fog,54.36,74.0,6.79,135.15,150.0,Yes,1.2579,0.0,1.2579
2024-03-25 12:25:50,D18,"Temp: 32°C, Humidity: 61%",Video Processing,Fog,38,7647,31,3,131,IoT18,Fog2,Fog,IoT -> Fog,28.95,64.0,0.0,92.95,120.0,Yes,8.2146,0.0,8.2146
2024-03-25 12:26:00,D9,"Temp: 28°C, Humidity: 45%",Network Traffic,Fog,49,2673,13,9,195,IoT9,Fog1,Fog,IoT -> Fog,44.25,52.0,0.0,96.25,150.0,Yes,2.8714,0.0,2.8714
2024-03-25 12:26:10,D1,"Temp: 24°C, Humidity: 69%",Video Processing,Fog,22,1793,8,1,262,IoT1,Fog3,Fog,IoT -> Fog,47.63,39.0,11.91,98.54,120.0,Yes,1.9261,0.0,1.9261
2024-03-25 12:26:20,D20,"Temp: 36°C, Humidity: 68%",Image Processing,Cloud,76,6560,48,8,240,IoT20,Fog2,Fog,IoT -> Fog,53.04,86.0,6.63,145.67,300.0,Yes,7.0469,0.0,7.0469
2024-03-25 12:26:30,D1,"Temp: 34°C, Humidity: 55%",Network Traffic,Edge,80,6123,40,7,116,IoT1,Edge6,Edge,IoT -> Edge,47.28,55.0,0.0,102.28,150.0,Yes,3.2887,0.5674,3.8561
2024-03-25 12:26:40,D10,"Temp: 36°C, Humidity: 34%",Data Analytics,Edge,41,3226,33,5,186,IoT10,Fog1,Fog,IoT -> Fog,42.21,68.0,5.28,115.48,500.0,Yes,3.4654,0.0,3.4654
2024-03-25 12:26:50,D12,"Temp: 30°C, Humidity: 54%",Data Analytics,Edge,63,1901,48,7,125,IoT12,Edge8,Edge,IoT -> Edge,52.02,63.0,0.0,115.02,500.0,Yes,1.021,0.6242,1.6452
2024-03-25 12:27:00,D8,"Temp: 33°C, Humidity: 71%",Data Analytics,Edge,34,2684,20,1,263,IoT8,Fog3,Fog,IoT -> Fog,47.81,51.0,17.93,116.74,500.0,Yes,2.8832,0.0,2.8832
2024-03-25 12:27:10,D6,"Temp: 23°C, Humidity: 31%",Video Processing,Fog,35,1323,44,8,137,IoT6,Edge3,Edge,IoT -> Edge,58.81,60.0,0.0,118.81,120.0,Yes,0.7106,0.7057,1.4163
2024-03-25 12:27:20,D4,"Temp: 22°C, Humidity: 65%",Video Processing,Fog,81,5135,31,5,98,IoT4,Edge5,Edge,IoT -> Edge,42.55,44.0,0.0,86.55,120.0,Yes,2.7581,0.5106,3.2687
2024-03-25 12:27:30,D15,"Temp: 34°C, Humidity: 69%",Data Analytics,Device,81,1794,28,8,130,IoT15,Edge7,Edge,IoT -> Edge,60.92,44.0,0.0,104.92,500.0,Yes,0.9636,0.731,1.6946
2024-03-25 12:27:40,D8,"Temp: 29°C, Humidity: 68%",Image Processing,Edge,79,3287,40,5,298,IoT8,Cloud1,Cloud,IoT -> Cloud,29.8,115.0,0.0,144.8,300.0,Yes,5.2964,0.0,5.2964
2024-03-25 12:27:50,D7,"Temp: 28°C, Humidity: 60%",Data Analytics,Edge,21,6425,10,2,200,IoT7,Fog2,Fog,IoT -> Fog,44.2,42.0,11.05,97.25,500.0,Yes,6.9019,0.0,6.9019
2024-03-25 12:28:00,D11,"Temp: 30°C, Humidity: 46%",Image Processing,Device,51,5679,42,1,249,IoT11,Fog1,Fog,IoT -> Fog,56.5,73.0,14.12,143.63,300.0,Yes,6.1005,0.0,6.1005
2024-03-25 12:28:10,D6,"Temp: 34°C, Humidity: 45%",Image Processing,Fog,19,3969,12,8,52,IoT6,IoT6,IoT,IoT (local),52.0,0.0,0.0,52.0,300.0,Yes,0.0,0.624,0.624
2024-03-25 12:28:20,D3,"Temp: 38°C, Humidity: 78%",Video Processing,Edge,41,5013,27,2,185,IoT3,Fog3,Fog,IoT -> Fog,33.63,59.0,16.81,109.45,120.0,Yes,5.3851,0.0,5.3851
2024-03-25 12:28:30,D1,"Temp: 39°C, Humidity: 56%",Image Processing,Edge,39,2850,41,4,225,IoT1,Cloud1,Cloud,IoT -> Cloud,22.5,115.0,0.75,138.25,300.0,Yes,4.5923,0.0,4.5923
2024-03-25 12:28:40,D18,"Temp: 25°C, Humidity: 42%",Network Traffic,Cloud,44,3547,26,9,140,IoT18,Edge4,Edge,IoT -> Edge,50.21,43.0,16.73,109.94,150.0,Yes,1.9051,0.6025,2.5076
2024-03-25 12:28:50,D9,"Temp: 38°C, Humidity: 58%",Video Processing,Fog,20,1210,26,1,233,IoT9,Cloud1,Cloud,IoT -> Cloud,23.3,97.0,1.55,121.85,120.0,No,1.9497,0.0,1.9497
2024-03-25 12:29:00,D10,"Temp: 21°C, Humidity: 39%",Network Traffic,Device,79,2778,24,4,268,IoT10,Cloud1,Cloud,IoT -> Cloud,26.8,98.0,2.68,127.48,150.0,Yes,4.4763,0.0,4.4763
2024-03-25 12:29:10,D10,"Temp: 36°C, Humidity: 71%",Network Traffic,Fog,72,3984,45,2,213,IoT10,Fog2,Fog,IoT -> Fog,47.08,77.0,17.65,141.73,150.0,Yes,4.2797,0.0,4.2797
2024-03-25 12:29:20,D8,"Temp: 25°C, Humidity: 49%",Image Processing,Fog,60,3176,25,8,193,IoT8,Fog1,Fog,IoT -> Fog,43.79,63.0,16.42,123.22,300.0,Yes,3.4117,0.0,3.4117
2024-03-25 12:29:30,D3,"Temp: 28°C, Humidity: 74%",Image Processing,Fog,55,1190,5,4,204,IoT3,Fog3,Fog,IoT -> Fog,37.09,39.0,23.18,99.26,300.0,Yes,1.2783,0.0,1.2783
2024-03-25 12:29:40,D6,"Temp: 33°C, Humidity: 67%",Image Processing,Cloud,35,1445,30,7,102,IoT6,Edge1,Edge,IoT -> Edge,37.04,45.0,12.34,94.39,300.0,Yes,0.7761,0.4445,1.2206
2024-03-25 12:29:50,D12,"Temp: 26°C, Humidity: 55%",Network Traffic,Device,17,8086,19,8,75,IoT12,IoT12,IoT,IoT (local),75.0,0.0,0.0,75.0,150.0,Yes,0.0,0.9,0.9
2024-03-25 12:30:00,D18,"Temp: 26°C, Humidity: 68%",Image Processing,Edge,16,3242,5,3,106,IoT18,Edge2,Edge,IoT -> Edge,41.76,16.0,13.92,71.68,300.0,Yes,1.7413,0.5012,2.2425
2024-03-25 12:30:10,D3,"Temp: 27°C, Humidity: 58%",Data Analytics,Edge,31,6282,19,9,268,IoT3,Cloud1,Cloud,IoT -> Cloud,26.8,98.0,3.57,128.37,500.0,Yes,10.1224,0.0,10.1224
2024-03-25 12:30:20,D15,"Temp: 37°C, Humidity: 67%",Video Processing,Cloud,26,4192,13,6,53,IoT15,IoT15,IoT,IoT (local),53.0,0.0,0.0,53.0,120.0,Yes,0.0,0.636,0.636
2024-03-25 12:30:30,D10,"Temp: 26°C, Humidity: 59%",Video Processing,Device,17,4216,28,2,275,IoT10,Cloud1,Cloud,IoT -> Cloud,27.5,100.0,4.58,132.08,120.0,No,6.7934,0.0,6.7934
2024-03-25 12:30:40,D13,"Temp: 37°C, Humidity: 54%",Data Analytics,Device,46,681,47,6,196,IoT13,Fog2,Fog,IoT -> Fog,43.32,83.0,21.66,147.98,500.0,Yes,0.7315,0.0,0.7315
2024-03-25 12:30:50,D15,"Temp: 36°C, Humidity: 67%",Network Traffic,Device,22,8155,36,2,163,IoT15,Fog1,Fog,IoT -> Fog,36.99,68.0,18.49,123.48,150.0,Yes,8.7603,0.0,8.7603
2024-03-25 12:31:00,D11,"Temp: 29°C, Humidity: 53%",Video Processing,Device,65,7903,42,9,81,IoT11,IoT11,IoT,IoT (local),81.0,0.0,0.0,81.0,120.0,Yes,0.0,0.972,0.972
2024-03-25 12:31:10,D12,"Temp: 28°C, Humidity: 35%",Network Traffic,Cloud,80,7965,27,8,202,IoT12,Fog3,Fog,IoT -> Fog,36.72,65.0,27.54,129.26,150.0,Yes,8.5562,0.0,8.5562
2024-03-25 12:31:20,D13,"Temp: 34°C, Humidity: 70%",Image Processing,Fog,28,3769,30,9,271,IoT13,Cloud1,Cloud,IoT -> Cloud,27.1,109.0,5.42,141.52,300.0,Yes,6.0731,0.0,6.0731
2024-03-25 12:31:30,D14,"Temp: 29°C, Humidity: 40%",Image Processing,Cloud,52,6504,30,1,59,IoT14,IoT14,IoT,IoT (local),59.0,0.0,0.0,59.0,300.0,Yes,0.0,0.708,0.708
2024-03-25 12:31:40,D1,"Temp: 27°C, Humidity: 60%",Image Processing,Edge,63,3696,38,7,210,IoT1,Fog2,Fog,IoT -> Fog,46.41,75.0,29.0,150.42,300.0,Yes,3.9703,0.0,3.9703
2024-03-25 12:31:50,D3,"Temp: 34°C, Humidity: 73%",Data Analytics,Edge,16,4798,16,8,256,IoT3,Cloud1,Cloud,IoT -> Cloud,25.6,94.0,5.97,125.57,500.0,Yes,7.7312,0.0,7.7312
2024-03-25 12:32:00,D5,"Temp: 31°C, Humidity: 51%",Data Analytics,Cloud,34,5881,32,8,106,IoT5,IoT5,IoT,IoT (local),106.0,0.0,0.0,106.0,500.0,Yes,0.0,1.272,1.272
2024-03-25 12:32:10,D4,"Temp: 38°C, Humidity: 55%",Image Processing,Edge,37,8173,27,5,259,IoT4,Cloud1,Cloud,IoT -> Cloud,25.9,102.0,6.91,134.81,300.0,Yes,13.1694,0.0,13.1694
2024-03-25 12:32:20,D15,"Temp: 39°C, Humidity: 54%",Video Processing,Cloud,23,1264,14,6,206,IoT15,Fog3,Fog,IoT -> Fog,37.45,50.0,32.76,120.21,120.0,No,1.3578,0.0,1.3578
2024-03-25 12:32:30,D12,"Temp: 39°C, Humidity: 57%",Data Analytics,Fog,62,2042,29,8,90,IoT12,Edge6,Edge,IoT -> Edge,36.68,45.0,12.22,93.91,500.0,Yes,1.0968,0.4402,1.537
2024-03-25 12:32:40,D12,"Temp: 36°C, Humidity: 68%",Video Processing,Fog,43,3827,17,8,225,IoT12,Fog1,Fog,IoT -> Fog,51.06,55.0,31.91,137.96,120.0,No,4.111,0.0,4.111
2024-03-25 12:32:50,D20,"Temp: 30°C, Humidity: 65%",Network Traffic,Device,74,1348,14,2,176,IoT20,Edge8,Edge,IoT -> Edge,73.24,24.0,24.4,121.64,150.0,Yes,0.724,0.8789,1.6029
2024-03-25 12:33:00,D1,"Temp: 27°C, Humidity: 71%",Network Traffic,Fog,50,1040,42,6,83,IoT1,IoT1,IoT,IoT (local),83.0,0.0,0.0,83.0,150.0,Yes,0.0,0.996,0.996
2024-03-25 12:33:10,D6,"Temp: 31°C, Humidity: 43%",Image Processing,Cloud,49,5507,18,6,229,IoT6,Cloud1,Cloud,IoT -> Cloud,22.9,94.0,6.87,123.77,300.0,Yes,8.8736,0.0,8.8736
2024-03-25 12:33:20,D16,"Temp: 39°C, Humidity: 57%",Video Processing,Cloud,78,6776,21,9,103,IoT16,Edge4,Edge,IoT -> Edge,36.94,38.0,0.0,74.94,120.0,Yes,3.6395,0.4433,4.0827
2024-03-25 12:33:30,D2,"Temp: 27°C, Humidity: 77%",Video Processing,Device,50,4187,12,1,165,IoT2,Fog3,Fog,IoT -> Fog,30.0,43.0,0.0,73.0,120.0,Yes,4.4978,0.0,4.4978
2024-03-25 12:33:40,D19,"Temp: 24°C, Humidity: 48%",Image Processing,Fog,43,6844,5,1,233,IoT19,Fog3,Fog,IoT -> Fog,42.36,36.0,5.29,83.65,300.0,Yes,7.352,0.0,7.352
2024-03-25 12:33:50,D16,"Temp: 39°C, Humidity: 65%",Video Processing,Device,44,4238,49,3,72,IoT16,IoT16,IoT,IoT (local),72.0,0.0,0.0,72.0,120.0,Yes,0.0,0.864,0.864
2024-03-25 12:34:00,D12,"Temp: 20°C, Humidity: 57%",Image Processing,Cloud,64,6254,22,1,138,IoT12,Edge1,Edge,IoT -> Edge,50.12,31.0,0.0,81.12,300.0,Yes,3.3591,0.6014,3.9605
2024-03-25 12:34:10,D7,"Temp: 23°C, Humidity: 53%",Data Analytics,Device,39,7196,32,8,263,IoT7,Fog2,Fog,IoT -> Fog,58.13,70.0,0.0,128.13,500.0,Yes,7.7301,0.0,7.7301
2024-03-25 12:34:20,D4,"Temp: 24°C, Humidity: 70%",Data Analytics,Device,13,6568,42,2,184,IoT4,Fog1,Fog,IoT -> Fog,41.75,74.0,0.0,115.75,500.0,Yes,7.0555,0.0,7.0555
2024-03-25 12:34:30,D18,"Temp: 29°C, Humidity: 56%",Data Analytics,Cloud,76,5363,13,2,141,IoT18,Edge2,Edge,IoT -> Edge,55.55,23.0,0.0,78.55,500.0,Yes,2.8805,0.6666,3.5471
2024-03-25 12:34:40,D7,"Temp: 31°C, Humidity: 59%",Network Traffic,Edge,48,4192,8,3,73,IoT7,Edge6,Edge,IoT -> Edge,29.75,19.0,0.0,48.75,150.0,Yes,2.2516,0.357,2.6086
2024-03-25 12:34:50,D17,"Temp: 39°C, Humidity: 72%",Data Analytics,Edge,85,2983,17,9,249,IoT17,Fog3,Fog,IoT -> Fog,45.27,56.0,11.32,112.58,500.0,Yes,3.2044,0.0,3.2044
2024-03-25 12:35:00,D10,"Temp: 38°C, Humidity: 59%",Video Processing,Fog,81,7750,47,1,82,IoT10,IoT10,IoT,IoT (local),82.0,0.0,0.0,82.0,120.0,Yes,0.0,0.984,0.984
2024-03-25 12:35:10,D17,"Temp: 27°C, Humidity: 34%",Image Processing,Cloud,19,3631,27,9,113,IoT17,Edge8,Edge,IoT -> Edge,47.02,44.0,0.0,91.02,300.0,Yes,1.9502,0.5643,2.5145
2024-03-25 12:35:20,D19,"Temp: 25°C, Humidity: 35%",Video Processing,Fog,25,5595,8,8,215,IoT19,Fog2,Fog,IoT -> Fog,47.52,46.0,5.94,99.46,120.0,Yes,6.0103,0.0,6.0103
2024-03-25 12:35:30,D7,"Temp: 21°C, Humidity: 66%",Video Processing,Fog,87,4390,44,8,263,IoT7,Fog1,Fog,IoT -> Fog,59.68,82.0,7.46,149.14,120.0,No,4.7158,0.0,4.7158
2024-03-25 12:35:40,D19,"Temp: 28°C, Humidity: 73%",Network Traffic,Device,73,4955,18,7,281,IoT19,Cloud1,Cloud,IoT -> Cloud,28.1,95.0,0.0,123.1,150.0,Yes,7.9841,0.0,7.9841
2024-03-25 12:35:50,D8,"Temp: 32°C, Humidity: 57%",Network Traffic,Edge,71,6208,31,9,167,IoT8,Edge3,Edge,IoT -> Edge,71.68,48.0,0.0,119.68,150.0,Yes,3.3344,0.8602,4.1946
2024-03-25 12:36:00,D16,"Temp: 36°C, Humidity: 49%",Video Processing,Fog,87,2456,31,3,220,IoT16,Fog3,Fog,IoT -> Fog,39.99,64.0,15.0,118.99,120.0,Yes,2.6383,0.0,2.6383
2024-03-25 12:36:10,D15,"Temp: 24°C, Humidity: 67%",Image Processing,Edge,23,6377,43,4,141,IoT15,Edge5,Edge,IoT -> Edge,61.22,55.0,0.0,116.22,300.0,Yes,3.4251,0.7346,4.1598
2024-03-25 12:36:20,D9,"Temp: 33°C, Humidity: 64%",Data Analytics,Cloud,77,2761,34,6,248,IoT9,Fog2,Fog,IoT -> Fog,54.81,70.0,13.7,138.51,500.0,Yes,2.9659,0.0,2.9659
2024-03-25 12:36:30,D3,"Temp: 24°C, Humidity: 45%",Image Processing,Cloud,70,1544,45,7,295,IoT3,Cloud1,Cloud,IoT -> Cloud,29.5,122.0,0.98,152.48,300.0,Yes,2.4879,0.0,2.4879
2024-03-25 12:36:40,D5,"Temp: 39°C, Humidity: 58%",Image Processing,Cloud,29,7022,17,7,188,IoT5,Fog1,Fog,IoT -> Fog,42.66,54.0,10.66,107.32,300.0,Yes,7.5432,0.0,7.5432
2024-03-25 12:36:50,D9,"Temp: 22°C, Humidity: 41%",Data Analytics,Fog,57,6195,25,1,176,IoT9,Fog3,Fog,IoT -> Fog,32.0,56.0,16.0,103.99,500.0,Yes,6.6548,0.0,6.6548
2024-03-25 12:37:00,D19,"Temp: 23°C, Humidity: 39%",Network Traffic,Device,41,3533,18,1,124,IoT19,Edge7,Edge,IoT -> Edge,58.11,27.0,0.0,85.11,150.0,Yes,1.8976,0.6973,2.5949
2024-03-25 12:37:10,D5,"Temp: 37°C, Humidity: 33%",Video Processing,Edge,31,5234,14,7,215,IoT5,Fog2,Fog,IoT -> Fog,47.52,51.0,17.82,116.33,120.0,Yes,5.6225,0.0,5.6225
2024-03-25 12:37:20,D9,"Temp: 32°C, Humidity: 34%",Data Analytics,Edge,62,7102,33,4,136,IoT9,Edge4,Edge,IoT -> Edge,48.77,45.0,16.25,110.03,500.0,Yes,3.8146,0.5853,4.3998
2024-03-25 12:37:30,D2,"Temp: 35°C, Humidity: 53%",Data Analytics,Edge,33,3618,38,2,269,IoT2,Cloud1,Cloud,IoT -> Cloud,26.9,110.0,1.79,138.69,500.0,Yes,5.8298,0.0,5.8298
2024-03-25 12:37:40,D13,"Temp: 22°C, Humidity: 39%",Image Processing,Device,53,7750,46,5,202,IoT13,Fog1,Fog,IoT -> Fog,45.84,81.0,17.19,144.02,300.0,Yes,8.3252,0.0,8.3252
2024-03-25 12:37:50,D4,"Temp: 26°C, Humidity: 36%",Video Processing,Device,43,5910,19,4,269,IoT4,Cloud1,Cloud,IoT -> Cloud,26.9,93.0,2.69,122.59,120.0,No,9.5229,0.0,9.5229
2024-03-25 12:38:00,D18,"Temp: 36°C, Humidity: 71%",Network Traffic,Cloud,47,2006,14,1,82,IoT18,Edge1,Edge,IoT -> Edge,29.78,23.0,9.92,62.7,150.0,Yes,1.0774,0.3574,1.4348
2024-03-25 12:38:10,D14,"Temp: 32°C, Humidity: 41%",Network Traffic,Cloud,62,7814,13,5,176,IoT14,Fog3,Fog,IoT -> Fog,32.0,48.0,19.99,99.99,150.0,Yes,8.3939,0.0,8.3939
2024-03-25 12:38:20,D10,"Temp: 35°C, Humidity: 48%",Video Processing,Edge,28,4161,26,7,83,IoT10,Edge2,Edge,IoT -> Edge,32.7,41.0,10.9,84.6,120.0,Yes,2.2349,0.3924,2.6273
2024-03-25 12:38:30,D17,"Temp: 26°C, Humidity: 30%",Data Analytics,Edge,34,1740,39,1,279,IoT17,Cloud1,Cloud,IoT -> Cloud,27.9,110.0,3.72,141.62,500.0,Yes,2.8037,0.0,2.8037
